label	LibraryThing_URI	DBpedia16_URI
Evil Ways	https://www.librarything.com/work/7542701	
Linden Hills (1985)	https://www.librarything.com/work/73665	
De ooggetuige (2012)	https://www.librarything.com/work/12643842	
Crown Duel	https://www.librarything.com/work/13409718	
Anathema	https://www.librarything.com/work/11407325	
So You Want to Be an Inventor?	https://www.librarything.com/work/446664	
The Frog Prince	https://www.librarything.com/work/327512	
The Cereal Murders (1993)	https://www.librarything.com/work/2918	
Zot!: The Complete Black and White Collection: 1987-1991	https://www.librarything.com/work/5661760	
The Dive Bomber	https://www.librarything.com/work/13466791	
Chill of Fear	https://www.librarything.com/work/2508937	
The Hidden Life of Deer: Lessons from the Natural World	https://www.librarything.com/work/8401159	
The Enemy Within: 2,000 Years of Witch-Hunting in the Western World	https://www.librarything.com/work/5451087	
Transformations (1971)	https://www.librarything.com/work/49813	
Frances Farmer: The Life and Films of a Troubled Star (2011)	https://www.librarything.com/work/10347833	
Skin Hunger	https://www.librarything.com/work/2659342	
Eleven Kinds of Loneliness: Stories (1962)	https://www.librarything.com/work/305874	
The Color of Heaven	https://www.librarything.com/work/8823594	
The Coffin Quilt: The Feud between the Hatfields and the McCoys	https://www.librarything.com/work/189782	
Beyond the Burning Lands (1971)	https://www.librarything.com/work/51235	
Blood Feud	https://www.librarything.com/work/9339974	
A Severed Wasp (1982)	https://www.librarything.com/work/2303	http://dbpedia.org/resource/A_Severed_Wasp
Asterix and the Falling Sky (2005)	https://www.librarything.com/work/1937181	
Long Night Moon	https://www.librarything.com/work/1381792	
Rescue Me (Anthology 3-in-1) (2008)	https://www.librarything.com/work/4318516	
Bilbo's Last Song (1974)	https://www.librarything.com/work/119472	
A Wreath for Emmett Till (2005)	https://www.librarything.com/work/386426	
A Briefer History of Time (2005)	https://www.librarything.com/work/7710979	
Who Moved My Blackberry? (2005)	https://www.librarything.com/work/426018	
Stop the Train (2001)	https://www.librarything.com/work/218306	
The Spirit of St. Louis (1953)	https://www.librarything.com/work/635137	
The Night of Four Hundred Rabbits (1971)	https://www.librarything.com/work/40294	
Slugfest	https://www.librarything.com/work/11121050	
For I Have Sinned	https://www.librarything.com/work/11252511	
Redemption Mountain: A Novel	https://www.librarything.com/work/13725946	
The Fifth Sorceress (2002)	https://www.librarything.com/work/287409	
Scarlett	https://www.librarything.com/work/2527063	
Winterdance: The Fine Madness of Running the Iditarod (1994)	https://www.librarything.com/work/110578	http://dbpedia.org/resource/Winterdance:_The_Fine_Madness_of_Running_the_Iditarod
A Little Bit of Madness	https://www.librarything.com/work/13382782	
Enrique's Journey: The Story of a Boy's Dangerous Odyssey to Reunite with…	https://www.librarything.com/work/325454	http://dbpedia.org/resource/Enrique's_Journey
Sylvia: A Novel (1990)	https://www.librarything.com/work/928955	
A Very Private Gentleman (1990)	https://www.librarything.com/work/713026	
Midnight Fugue (2009)	https://www.librarything.com/work/8399509	
Testing Miss Malarkey	https://www.librarything.com/work/137037	
Sock Innovation: Knitting Techniques & Patterns for One-of-a-Kind Socks	https://www.librarything.com/work/7482232	
The Night Trilogy: Night, Dawn, and Day	https://www.librarything.com/work/2808437	
The Tassajara Bread Book (1970)	https://www.librarything.com/work/61811	
Big Bad Wolf	https://www.librarything.com/work/8000230	
The Bronze Bow (1961)	https://www.librarything.com/work/4605	http://dbpedia.org/resource/The_Bronze_Bow
Prudence Wants a Pet	https://www.librarything.com/work/11259657	
Shoplifting from American Apparel	https://www.librarything.com/work/8441938	
Like Clockwork	https://www.librarything.com/work/10681392	
Creepers	https://www.librarything.com/work/11940459	
Lost At Sea (2003)	https://www.librarything.com/work/211089	
Geeks: How Two Lost Boys Rode the Internet Out of Idaho (2000)	https://www.librarything.com/work/26130	
Warriors of God: Richard the Lionheart and Saladin in the Third Crusade	https://www.librarything.com/work/62661	
Ten	https://www.librarything.com/work/12012192	
Moonface: A True Romance	https://www.librarything.com/work/10643109	
Laura	https://www.librarything.com/work/145727	http://dbpedia.org/resource/Laura_(novel)
Killer Spirit	https://www.librarything.com/work/4178371	
The Astonishing Secret of Awesome Man	https://www.librarything.com/work/11664186	
Hespira (2009)	https://www.librarything.com/work/5303244	
The English Monster	https://www.librarything.com/work/11796660	
Snow Music	https://www.librarything.com/work/1735	
The Heat of the Day (1948)	https://www.librarything.com/work/27177	http://dbpedia.org/resource/The_Heat_of_the_Day
On a Day Like This (2006)	https://www.librarything.com/work/5003887	
Group Portrait With Lady (1971)	https://www.librarything.com/work/97353	
Blaze (or Love in the Time of Supervillains)	https://www.librarything.com/work/13129666	
Canticle	https://www.librarything.com/work/61925	http://dbpedia.org/resource/Blood_Canticle
Killing Rommel (2008)	https://www.librarything.com/work/3890731	
Silesian Station	https://www.librarything.com/work/5249007	
Wedding Night (2013)	https://www.librarything.com/work/13154688	
Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale… (2003)	https://www.librarything.com/work/44985	
Extraordinary Engines: The Definitive Steampunk Anthology (2008)	https://www.librarything.com/work/5725662	
Pride & Promiscuity: The Lost Sex Scenes of Jane Austen (2001)	https://www.librarything.com/work/258684	http://dbpedia.org/resource/Pride_and_Prejudice_and_Zombies:_Dawn_of_the_Dreadfuls
Shirahime Syô	https://www.librarything.com/work/29096	
Mr. Brown Can Moo! Can You? Dr. Seuss's Book of Wonderful Noises (1970)	https://www.librarything.com/work/8924639	
Glass Soup	https://www.librarything.com/work/1799126	
The Gray Notebook (1966)	https://www.librarything.com/work/3309149	
Enthralled: Paranormal Diversions	https://www.librarything.com/work/11037081	
Traction: Get a Grip on Your Business	https://www.librarything.com/work/5440230	
The Reiver	https://www.librarything.com/work/11732857	
Annie's Adventures	https://www.librarything.com/work/6859406	
It's Not about the Crumbs!: Easy-to-Read Wonder Tales	https://www.librarything.com/work/9679609	
Revolutionary Characters: What Made the Founders Different (2006)	https://www.librarything.com/work/951568	
Ignore Everybody: and 39 Other Keys to Creativity	https://www.librarything.com/work/7723015	
Law Man	https://www.librarything.com/work/12553465	
The Good Thief's Guide to Amsterdam	https://www.librarything.com/work/3048040	
Roadwork (1981)	https://www.librarything.com/work/35821	http://dbpedia.org/resource/Roadwork
Just Right	https://www.librarything.com/work/10643460	
Tiny Little Fly	https://www.librarything.com/work/10447342	
Confessions of a Serial Kisser	https://www.librarything.com/work/4571798	
Belonging: New Poetry by Iranians Around the World	https://www.librarything.com/work/5120256	
It's Raining Pigs & Noodles	https://www.librarything.com/work/533500	
Twelve Rounds to Glory: The Story of Muhammad Ali	https://www.librarything.com/work/4177039	
Move Over, Rover (2006)	https://www.librarything.com/work/1777255	
Last Christmas	https://www.librarything.com/work/6004431	
Miracle at Philadelphia: The Story of the Constitutional Convention, May… (1966)	https://www.librarything.com/work/65275	http://dbpedia.org/resource/Miracle_at_Philadelphia
On Cats	https://www.librarything.com/work/1656340	
Desiring God: Meditations of a Christian Hedonist (1986)	https://www.librarything.com/work/4866	
Twisted Tales from Shakespeare	https://www.librarything.com/work/121256	
Uncommon Grounds	https://www.librarything.com/work/116783	
Illywhacker (1985)	https://www.librarything.com/work/51857	http://dbpedia.org/resource/Illywhacker
A Fire in My Hands: A Book of Poems	https://www.librarything.com/work/13698269	
Ni'il, the Awakening	https://www.librarything.com/work/9015839	
Hard Truth	https://www.librarything.com/work/139789	
Hellboy: The Right Hand of Doom	https://www.librarything.com/work/10562	
The Case of the Cryptic Crinoline	https://www.librarything.com/work/7667854	
Karavans (2006)	https://www.librarything.com/work/596685	
The Apple Pie Tree	https://www.librarything.com/work/583426	
Flesh and Grass	https://www.librarything.com/work/9573720	
Child of the Civil Rights Movement (Junior Library Guild Selection)	https://www.librarything.com/work/8898184	
The Third Floor	https://www.librarything.com/work/12315121	
Bliss (1981)	https://www.librarything.com/work/93307	http://dbpedia.org/resource/Bliss_(novel)
Alterknits: Imaginative Projects and Creativity Exercises	https://www.librarything.com/work/282597	
The Wildfire Season (2005)	https://www.librarything.com/work/1554169	
The Five Love Languages of Children	https://www.librarything.com/work/67361	
Literary Brooklyn: The Writers of Brooklyn and the Story of American City…	https://www.librarything.com/work/11448094	
Restoration London: Everyday Life in London 1660-1670 (1997)	https://www.librarything.com/work/205018	
On Travel	https://www.librarything.com/work/8452797	
The Question of Bruno: Stories	https://www.librarything.com/work/13946	
The 7th Woman	https://www.librarything.com/work/13154029	
Slurp: Drinks and Light Fare, All Day, All Night	https://www.librarything.com/work/4968485	
Terrible Things: An Allegory of the Holocaust (1980)	https://www.librarything.com/work/739881	
That Went Well: Adventures in Caring for My Sister	https://www.librarything.com/work/6376611	
Honeybee: Poems & Short Prose	https://www.librarything.com/work/4967130	
The Patience of the Spider (2004)	https://www.librarything.com/work/131161	
Sons of Fortune (2002)	https://www.librarything.com/work/139805	
An Underground Education: The Unauthorized and Outrageous Supplement to… (1997)	https://www.librarything.com/work/12439	
Deep Ancestry: Inside the Genographic Project	https://www.librarything.com/work/1542066	
David's Drawings	https://www.librarything.com/work/3681353	
Short Stories by Anton Chekhov: Bk. 1: A Tragic Actor and Other Stories	https://www.librarything.com/work/9266222	
The Drowning House (2013)	https://www.librarything.com/work/12487669	
The Chocolate Run	https://www.librarything.com/work/1392696	
What Jesus Meant (2006)	https://www.librarything.com/work/699160	
Man and Wife (2002)	https://www.librarything.com/work/68521	
An Enchanted Season (4-in-1)	https://www.librarything.com/work/3349176	
The Grace of God	https://www.librarything.com/work/10528398	
Outcast (1955)	https://www.librarything.com/work/231645	http://dbpedia.org/resource/Conan_the_Outcast
The Trouble With Spells	https://www.librarything.com/work/11094525	
De reis van de lege flessen (1997)	https://www.librarything.com/work/1775478	
The Forgiven	https://www.librarything.com/work/12421997	
The Dog of the World	https://www.librarything.com/work/9419305	
The Leopard's Prey	https://www.librarything.com/work/7506516	
Trouble in Triplicate	https://www.librarything.com/work/42288	http://dbpedia.org/resource/Trouble_in_Triplicate
How to Marry a Duke	https://www.librarything.com/work/10660327	
Fallen	https://www.librarything.com/work/4518581	
Bury the Lead (2001)	https://www.librarything.com/work/119576	
We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive	https://www.librarything.com/work/10322	
The Shock of the Old: Technology and Global History since 1900 (2007)	https://www.librarything.com/work/2286042	
A Stranger's Touch	https://www.librarything.com/work/3374615	
The Doll	https://www.librarything.com/work/13283780	
Red to Black	https://www.librarything.com/work/7937810	
26 Gorgeous Hikes on the Western Côte d'Azur	https://www.librarything.com/work/4779031	
The Great Gracie Chase: Stop That Dog!	https://www.librarything.com/work/293962	
Void Moon (1999)	https://www.librarything.com/work/56629	http://dbpedia.org/resource/Void_Moon
The No 1 Car Spotter (2010)	https://www.librarything.com/work/11373110	
Cat & Mouse (1997)	https://www.librarything.com/work/781868	http://dbpedia.org/resource/Cat_and_Mouse_(novella)
The Missing Piece (1976)	https://www.librarything.com/work/43193	http://dbpedia.org/resource/The_Missing_Piece_(book)
Crunch Time	https://www.librarything.com/work/682829	
Once a Princess (2009)	https://www.librarything.com/work/7791541	
Wink: The Ninja Who Wanted to be Noticed	https://www.librarything.com/work/7953271	
Buddha, Volume 1: Kapilavastu (2006)	https://www.librarything.com/work/172890	
An Excellent Mystery (1985)	https://www.librarything.com/work/8078234	
Mademoiselle Boleyn	https://www.librarything.com/work/3913160	
